"age","job","marital","education","balance","housing","loan","day","month","duration","previous","poutcome","y"
39,"admin.","single","secondary",14,"yes","yes",13,"may",19,0,"unknown","no"
45,"technician","single","unknown",7108,"yes","yes",18,"nov",53,3,"failure","no"
36,"blue-collar","married","secondary",1049,"yes","no",14,"may",224,0,"unknown","yes"
38,"blue-collar","married","secondary",0,"yes","no",13,"may",57,1,"other","no"
36,"housemaid","married","secondary",419,"yes","no",30,"may",251,0,"unknown","no"
30,"management","single","tertiary",726,"yes","no",16,"apr",39,3,"failure","no"
28,"technician","divorced","tertiary",594,"yes","yes",18,"jun",54,0,"unknown","no"
26,"unemployed","married","tertiary",454,"yes","yes",23,"may",28,0,"unknown","no"
54,"unknown","married","secondary",2206,"no","no",12,"nov",104,2,"other","yes"
38,"admin.","married","tertiary",1988,"no","no",27,"mar",164,2,"failure","yes"
32,"technician","single","tertiary",0,"no","no",7,"aug",268,0,"unknown","no"
50,"admin.","divorced","secondary",202,"no","yes",17,"nov",148,0,"unknown","no"
43,"blue-collar","married","secondary",667,"yes","no",7,"may",228,0,"unknown","no"
48,"admin.","married","secondary",112,"no","no",18,"aug",139,0,"unknown","no"
57,"housemaid","married","primary",50,"no","no",18,"aug",89,0,"unknown","no"
64,"housemaid","married","primary",768,"no","no",15,"jul",250,1,"success","no"
26,"services","divorced","secondary",74,"yes","no",23,"may",106,0,"unknown","no"
33,"blue-collar","married","secondary",661,"yes","no",18,"jul",968,0,"unknown","yes"
50,"self-employed","married","secondary",3025,"no","yes",6,"aug",168,0,"unknown","no"
47,"self-employed","married","tertiary",751,"no","no",24,"jul",408,0,"unknown","no"
39,"management","single","tertiary",416,"no","no",23,"oct",56,0,"unknown","no"
52,"services","married","primary",14,"no","yes",28,"jul",55,0,"unknown","no"
31,"blue-collar","single","primary",-502,"yes","no",29,"may",76,0,"unknown","no"
50,"blue-collar","married","primary",0,"no","no",11,"aug",72,0,"unknown","no"
47,"technician","married","secondary",599,"yes","no",13,"aug",99,0,"unknown","no"
30,"management","single","tertiary",-218,"yes","no",27,"aug",13,0,"unknown","no"
32,"technician","single","tertiary",1012,"no","no",14,"apr",178,0,"unknown","no"
36,"technician","married","secondary",300,"no","no",9,"jun",287,0,"unknown","no"
46,"technician","married","tertiary",217,"yes","no",14,"may",141,2,"other","no"
45,"management","divorced","tertiary",2096,"no","no",21,"nov",127,2,"failure","no"
37,"technician","single","secondary",0,"no","no",4,"aug",69,0,"unknown","no"
58,"housemaid","married","primary",5278,"yes","no",4,"jun",763,0,"unknown","no"
59,"management","married","tertiary",1831,"no","no",17,"feb",122,1,"failure","no"
28,"management","married","tertiary",1480,"yes","no",18,"may",143,0,"unknown","no"
48,"management","married","tertiary",7289,"yes","no",2,"feb",316,0,"unknown","no"
55,"blue-collar","married","unknown",1665,"no","no",30,"jul",89,0,"unknown","no"
37,"blue-collar","single","primary",851,"yes","no",15,"may",151,1,"failure","no"
41,"management","married","tertiary",2885,"no","no",19,"nov",40,0,"unknown","no"
35,"blue-collar","married","secondary",137,"no","yes",4,"oct",5,12,"failure","no"
34,"blue-collar","single","secondary",1239,"yes","no",18,"jul",90,0,"unknown","no"
43,"management","single","tertiary",146,"no","no",21,"nov",50,5,"other","no"
59,"technician","married","secondary",1,"no","no",15,"apr",159,3,"failure","yes"
50,"blue-collar","divorced","primary",-10,"no","yes",10,"jul",369,0,"unknown","no"
37,"technician","married","secondary",480,"no","no",22,"oct",344,8,"other","yes"
35,"technician","married","secondary",2789,"yes","no",4,"sep",256,1,"failure","no"
50,"technician","single","secondary",3897,"no","no",26,"oct",298,0,"unknown","no"
36,"technician","divorced","secondary",487,"no","yes",11,"aug",268,0,"unknown","no"
41,"admin.","married","secondary",5110,"yes","no",13,"apr",231,0,"unknown","no"
28,"management","married","tertiary",318,"yes","no",27,"may",4,0,"unknown","no"
42,"technician","single","tertiary",-411,"yes","no",12,"may",78,3,"failure","no"
60,"retired","married","secondary",4820,"no","no",5,"jun",419,0,"unknown","no"
28,"management","single","tertiary",4937,"yes","no",13,"may",421,0,"unknown","no"
48,"entrepreneur","married","secondary",725,"no","yes",10,"jul",105,0,"unknown","no"
51,"entrepreneur","married","tertiary",5403,"no","no",6,"jun",42,0,"unknown","no"
32,"technician","married","tertiary",4089,"no","no",26,"may",114,3,"failure","no"
35,"technician","married","tertiary",188,"no","no",26,"aug",286,0,"unknown","no"
37,"technician","married","unknown",189,"no","no",1,"oct",238,2,"success","yes"
38,"blue-collar","divorced","secondary",2998,"yes","no",11,"jun",91,0,"unknown","no"
77,"retired","married","secondary",610,"no","no",13,"aug",766,0,"unknown","no"
32,"management","single","unknown",787,"no","no",28,"jan",92,0,"unknown","no"
43,"technician","divorced","secondary",167,"no","no",4,"aug",211,0,"unknown","no"
36,"management","single","tertiary",243,"yes","no",7,"may",160,3,"failure","no"
29,"management","married","tertiary",877,"no","no",3,"feb",166,0,"unknown","no"
32,"admin.","single","secondary",2817,"yes","no",21,"nov",195,0,"unknown","no"
41,"management","divorced","tertiary",4567,"yes","yes",16,"jul",106,0,"unknown","no"
26,"services","single","secondary",127,"yes","yes",23,"jul",85,0,"unknown","no"
34,"blue-collar","married","primary",176,"no","no",24,"jul",78,0,"unknown","no"
57,"retired","married","tertiary",0,"yes","yes",28,"may",648,0,"unknown","yes"
36,"services","single","secondary",1482,"yes","no",18,"nov",177,1,"other","no"
42,"blue-collar","married","secondary",3052,"yes","no",27,"may",32,0,"unknown","no"
35,"technician","divorced","secondary",56,"no","no",29,"aug",24,0,"unknown","no"
52,"entrepreneur","divorced","primary",278,"yes","no",7,"may",688,0,"unknown","no"
36,"management","single","tertiary",3875,"yes","no",27,"may",21,0,"unknown","no"
46,"technician","married","secondary",-337,"yes","no",27,"may",112,0,"unknown","no"
60,"management","divorced","tertiary",366,"no","no",3,"jun",593,0,"unknown","yes"
57,"housemaid","married","primary",501,"yes","yes",7,"aug",59,0,"unknown","no"
48,"management","married","tertiary",998,"yes","no",29,"jan",121,0,"unknown","no"
59,"self-employed","married","primary",0,"yes","no",28,"jul",97,0,"unknown","no"
39,"management","married","tertiary",246,"no","no",11,"aug",86,0,"unknown","no"
44,"blue-collar","married","secondary",-182,"yes","yes",14,"may",10,0,"unknown","no"
27,"management","single","tertiary",446,"no","no",23,"jun",205,0,"unknown","no"
59,"retired","married","secondary",1173,"no","no",9,"jun",77,0,"unknown","no"
36,"technician","divorced","secondary",5957,"yes","no",18,"nov",138,0,"unknown","no"
44,"admin.","married","secondary",205,"no","no",3,"nov",289,0,"unknown","yes"
50,"admin.","married","secondary",0,"no","no",4,"aug",86,0,"unknown","no"
41,"management","divorced","tertiary",369,"yes","no",22,"aug",9,0,"unknown","no"
47,"admin.","married","secondary",1934,"no","yes",14,"may",225,1,"failure","no"
32,"technician","single","tertiary",259,"no","no",22,"jul",407,0,"unknown","no"
38,"blue-collar","married","secondary",284,"yes","yes",3,"jun",1030,0,"unknown","no"
55,"blue-collar","married","unknown",23,"no","no",13,"aug",123,0,"unknown","no"
38,"management","single","tertiary",1373,"no","no",22,"oct",119,0,"unknown","no"
31,"management","single","tertiary",62,"yes","no",18,"may",175,5,"failure","no"
38,"blue-collar","divorced","secondary",157,"no","no",9,"jun",299,0,"unknown","no"
29,"unemployed","single","tertiary",991,"no","no",5,"feb",563,0,"unknown","no"
55,"services","married","secondary",186,"yes","yes",9,"may",241,0,"unknown","no"
35,"unemployed","married","secondary",977,"yes","no",4,"may",52,1,"other","no"
40,"self-employed","single","tertiary",2893,"no","no",2,"jun",76,0,"unknown","no"
34,"blue-collar","married","secondary",1897,"yes","yes",19,"nov",441,0,"unknown","no"
32,"technician","single","tertiary",5514,"no","no",22,"apr",319,1,"success","yes"
33,"blue-collar","married","secondary",889,"yes","no",18,"sep",13,6,"success","no"
33,"management","married","tertiary",273,"yes","no",16,"may",803,0,"unknown","yes"
37,"admin.","married","secondary",1193,"no","no",12,"may",396,0,"unknown","no"
58,"management","married","tertiary",2729,"no","no",18,"jun",188,0,"unknown","no"
36,"admin.","single","secondary",0,"no","no",20,"apr",637,0,"unknown","no"
42,"blue-collar","married","secondary",230,"yes","no",5,"jun",175,0,"unknown","no"
34,"technician","single","secondary",2729,"yes","no",6,"apr",945,1,"success","no"
35,"management","married","tertiary",317,"yes","no",23,"may",162,0,"unknown","no"
60,"housemaid","married","primary",517,"no","no",12,"jun",1178,0,"unknown","no"
50,"management","married","tertiary",-470,"yes","no",8,"may",506,3,"failure","no"
28,"self-employed","single","tertiary",4579,"no","no",12,"jan",409,0,"unknown","yes"
27,"blue-collar","divorced","secondary",1,"yes","no",14,"jul",116,0,"unknown","no"
37,"management","married","tertiary",5106,"no","no",30,"apr",244,0,"unknown","yes"
31,"technician","married","tertiary",636,"yes","no",4,"may",352,0,"unknown","yes"
34,"services","married","secondary",1076,"no","no",12,"may",152,6,"success","yes"
38,"management","married","tertiary",126,"yes","no",21,"may",164,0,"unknown","no"
32,"self-employed","married","secondary",-33,"yes","no",28,"may",234,0,"unknown","no"
37,"technician","married","secondary",430,"no","no",27,"aug",154,0,"unknown","no"
33,"admin.","married","secondary",-6,"yes","no",7,"may",566,0,"unknown","no"
71,"technician","married","tertiary",383,"no","no",27,"oct",327,3,"success","no"
27,"technician","married","secondary",130,"yes","no",7,"may",265,0,"unknown","no"
38,"blue-collar","married","primary",2569,"no","no",9,"jun",172,0,"unknown","no"
34,"technician","single","secondary",201,"no","no",22,"jul",257,0,"unknown","no"
54,"retired","divorced","tertiary",0,"no","no",13,"may",618,0,"unknown","yes"
30,"blue-collar","married","secondary",6,"yes","no",28,"jan",241,0,"unknown","no"
35,"entrepreneur","single","secondary",475,"no","yes",21,"jul",936,0,"unknown","no"
33,"blue-collar","single","secondary",706,"yes","no",7,"apr",329,1,"failure","no"
36,"management","married","secondary",1825,"yes","no",14,"may",24,1,"failure","no"
59,"self-employed","married","tertiary",185,"no","no",22,"jun",177,1,"failure","no"
72,"blue-collar","married","primary",4415,"no","no",13,"oct",120,0,"unknown","no"
64,"management","married","tertiary",679,"no","no",22,"apr",135,0,"unknown","no"
53,"technician","divorced","secondary",320,"no","no",9,"jul",175,0,"unknown","no"
35,"management","single","tertiary",2988,"yes","no",25,"may",179,0,"unknown","no"
58,"self-employed","married","secondary",1407,"yes","no",30,"may",58,0,"unknown","no"
40,"technician","married","secondary",1270,"no","no",17,"apr",342,0,"unknown","no"
41,"services","divorced","secondary",654,"yes","no",13,"may",139,0,"unknown","no"
48,"retired","married","primary",5173,"yes","no",18,"jun",88,0,"unknown","no"
44,"entrepreneur","married","tertiary",3463,"yes","yes",28,"aug",210,0,"unknown","no"
39,"blue-collar","married","unknown",0,"no","no",2,"feb",731,3,"failure","no"
61,"management","married","tertiary",6016,"no","no",2,"feb",670,0,"unknown","yes"
36,"entrepreneur","married","primary",177,"yes","no",12,"may",63,0,"unknown","no"
28,"management","married","tertiary",3694,"no","yes",8,"jul",70,0,"unknown","no"
58,"retired","single","secondary",1640,"no","yes",4,"feb",72,4,"failure","no"
60,"admin.","divorced","secondary",174,"yes","no",15,"may",241,1,"failure","no"
66,"admin.","single","secondary",10177,"no","no",5,"may",272,0,"unknown","no"
36,"management","single","tertiary",490,"no","no",28,"aug",207,1,"failure","yes"
49,"self-employed","married","secondary",2576,"yes","no",15,"may",64,0,"unknown","no"
40,"services","married","secondary",0,"no","no",12,"jun",543,0,"unknown","no"
23,"technician","single","secondary",598,"no","no",30,"apr",166,0,"unknown","no"
29,"management","single","tertiary",15459,"no","no",26,"may",245,7,"success","no"
44,"blue-collar","married","primary",271,"yes","yes",9,"may",94,0,"unknown","no"
54,"unknown","married","unknown",2508,"no","no",20,"jun",34,0,"unknown","no"
47,"blue-collar","married","primary",320,"no","no",30,"jul",203,0,"unknown","no"
33,"admin.","married","tertiary",640,"no","no",24,"jul",318,0,"unknown","no"
30,"self-employed","married","secondary",1772,"yes","no",13,"apr",158,0,"unknown","no"
27,"admin.","single","secondary",15,"no","yes",21,"jul",177,0,"unknown","no"
49,"management","divorced","tertiary",2370,"yes","yes",17,"nov",56,2,"other","no"
27,"services","single","secondary",201,"yes","no",4,"jun",172,0,"unknown","no"
51,"blue-collar","married","secondary",160,"yes","no",7,"may",136,1,"failure","no"
32,"admin.","divorced","secondary",5,"yes","yes",18,"may",82,2,"other","no"
30,"blue-collar","single","secondary",75,"yes","no",16,"may",123,0,"unknown","no"
33,"admin.","married","secondary",4902,"yes","no",20,"nov",110,0,"unknown","no"
27,"blue-collar","single","primary",-79,"yes","no",30,"may",385,0,"unknown","no"
75,"retired","divorced","secondary",1341,"no","no",18,"dec",415,0,"unknown","yes"
37,"services","divorced","secondary",490,"yes","no",2,"feb",73,0,"unknown","no"
36,"technician","single","secondary",1521,"yes","no",16,"jun",243,0,"unknown","no"
37,"blue-collar","married","secondary",131,"yes","no",9,"may",137,0,"unknown","no"
35,"management","married","tertiary",8,"yes","no",23,"may",55,0,"unknown","no"
32,"services","married","secondary",-632,"yes","yes",20,"apr",18,0,"unknown","no"
32,"admin.","single","secondary",116,"no","yes",16,"jul",255,0,"unknown","no"
35,"admin.","married","primary",189,"yes","no",11,"may",95,0,"unknown","no"
31,"blue-collar","married","primary",2,"yes","yes",10,"jul",112,0,"unknown","no"
28,"blue-collar","single","secondary",4229,"yes","yes",5,"may",205,0,"unknown","no"
27,"services","married","secondary",54,"yes","no",18,"may",97,1,"failure","no"
22,"student","single","unknown",549,"no","no",2,"sep",154,0,"unknown","no"
35,"blue-collar","married","primary",298,"yes","no",13,"may",135,2,"failure","no"
69,"retired","married","primary",579,"no","no",14,"aug",230,0,"unknown","no"
37,"entrepreneur","single","tertiary",1467,"yes","yes",17,"nov",349,0,"unknown","no"
45,"admin.","single","secondary",0,"yes","no",8,"may",38,0,"unknown","no"
47,"management","married","tertiary",109,"yes","no",22,"jul",268,0,"unknown","no"
52,"management","married","tertiary",-11,"yes","no",11,"may",94,0,"unknown","no"
33,"services","married","secondary",90,"yes","no",28,"jul",263,0,"unknown","no"
60,"blue-collar","married","primary",493,"no","no",18,"aug",671,0,"unknown","yes"
33,"management","divorced","secondary",1897,"yes","yes",2,"jun",197,0,"unknown","no"
44,"admin.","married","secondary",2403,"yes","no",28,"jan",180,0,"unknown","no"
38,"entrepreneur","married","secondary",868,"no","no",20,"nov",452,0,"unknown","no"
54,"entrepreneur","married","secondary",653,"yes","no",15,"may",352,0,"unknown","no"
32,"unemployed","divorced","primary",0,"no","no",15,"jul",175,0,"unknown","no"
33,"technician","married","secondary",0,"yes","yes",19,"nov",163,0,"unknown","no"
55,"services","divorced","secondary",218,"yes","no",29,"may",200,0,"unknown","no"
51,"blue-collar","married","primary",5050,"no","yes",16,"jun",75,0,"unknown","no"
48,"blue-collar","married","secondary",741,"yes","no",16,"apr",227,0,"unknown","no"
37,"services","single","secondary",1050,"yes","no",3,"feb",586,0,"unknown","no"
33,"services","single","secondary",-56,"no","yes",10,"jul",119,0,"unknown","no"
30,"blue-collar","married","primary",1,"yes","yes",22,"jul",80,0,"unknown","no"
43,"blue-collar","married","primary",-98,"yes","yes",12,"may",112,3,"other","no"
49,"technician","married","secondary",4667,"yes","no",19,"may",130,0,"unknown","no"
54,"unemployed","married","primary",541,"yes","no",3,"feb",237,0,"unknown","no"
31,"unemployed","married","tertiary",7744,"no","no",26,"aug",377,0,"unknown","no"
54,"unknown","married","unknown",895,"no","no",7,"oct",335,0,"unknown","yes"
36,"unemployed","married","secondary",-129,"yes","no",29,"jul",121,0,"unknown","no"
30,"admin.","married","secondary",0,"no","no",15,"jul",127,0,"unknown","no"
27,"technician","single","secondary",158,"no","no",1,"jul",650,0,"unknown","yes"
30,"admin.","married","secondary",122,"yes","no",16,"may",107,0,"unknown","no"
30,"blue-collar","married","secondary",673,"yes","no",20,"may",610,0,"unknown","no"
35,"technician","divorced","secondary",0,"no","no",25,"aug",124,0,"unknown","no"
33,"services","divorced","secondary",411,"yes","no",8,"may",216,0,"unknown","no"
43,"blue-collar","divorced","primary",-97,"yes","yes",31,"jul",747,0,"unknown","no"
41,"blue-collar","married","secondary",-217,"yes","no",11,"may",313,3,"other","no"
41,"management","divorced","tertiary",5037,"no","no",23,"apr",252,5,"other","yes"
46,"admin.","divorced","secondary",2232,"no","no",13,"feb",121,0,"unknown","yes"
54,"blue-collar","married","secondary",-932,"yes","no",7,"may",799,0,"unknown","no"
32,"management","married","tertiary",913,"yes","no",23,"jun",883,4,"failure","no"
30,"technician","single","tertiary",236,"yes","no",16,"may",197,0,"unknown","no"
40,"entrepreneur","married","primary",0,"yes","no",11,"jul",271,0,"unknown","no"
30,"blue-collar","married","primary",2581,"no","no",12,"may",221,0,"unknown","no"
27,"admin.","married","secondary",639,"no","yes",14,"jul",243,0,"unknown","no"
41,"blue-collar","married","primary",849,"yes","no",15,"may",72,0,"unknown","no"
54,"services","married","secondary",386,"yes","no",2,"aug",155,0,"unknown","no"
32,"management","single","tertiary",1218,"yes","no",28,"jan",70,0,"unknown","no"
31,"management","married","tertiary",2603,"yes","no",11,"feb",280,0,"unknown","yes"
42,"blue-collar","married","secondary",-921,"yes","no",26,"may",115,0,"unknown","no"
48,"admin.","married","primary",607,"no","no",20,"jun",29,0,"unknown","no"
34,"blue-collar","married","primary",79,"yes","no",14,"may",406,0,"unknown","no"
55,"technician","divorced","secondary",61,"yes","yes",25,"aug",113,0,"unknown","no"
49,"technician","married","secondary",1091,"no","no",30,"jul",47,0,"unknown","no"
46,"management","divorced","tertiary",743,"no","no",5,"jun",36,0,"unknown","no"
47,"entrepreneur","married","unknown",209,"yes","no",6,"may",135,0,"unknown","no"
24,"management","single","tertiary",172,"no","no",3,"jul",67,0,"unknown","no"
58,"entrepreneur","married","secondary",2,"no","no",16,"jun",684,0,"unknown","no"
32,"management","single","tertiary",41,"no","no",21,"aug",686,0,"unknown","yes"
25,"student","single","secondary",1116,"yes","no",2,"mar",170,0,"unknown","no"
49,"blue-collar","married","secondary",-55,"no","no",17,"jun",150,0,"unknown","no"
59,"retired","divorced","secondary",5845,"no","no",14,"may",1060,0,"unknown","yes"
30,"management","single","tertiary",329,"yes","no",6,"jun",122,0,"unknown","no"
46,"blue-collar","married","secondary",494,"yes","no",26,"may",724,0,"unknown","no"
42,"management","married","unknown",1519,"no","no",19,"oct",230,1,"success","yes"
37,"entrepreneur","married","tertiary",2685,"no","no",20,"jun",187,0,"unknown","no"
44,"blue-collar","married","primary",-14,"yes","yes",19,"may",179,0,"unknown","no"
49,"services","married","secondary",5673,"no","yes",4,"aug",357,0,"unknown","no"
41,"blue-collar","married","secondary",1459,"no","no",5,"jun",82,0,"unknown","no"
48,"technician","married","tertiary",0,"no","no",26,"aug",176,0,"unknown","no"
31,"management","married","secondary",625,"yes","no",7,"apr",424,1,"failure","no"
37,"student","married","unknown",0,"no","no",18,"jun",115,0,"unknown","no"
51,"services","married","secondary",867,"yes","no",3,"feb",177,3,"failure","no"
80,"retired","married","secondary",8304,"no","no",9,"jun",712,12,"failure","yes"
32,"management","single","tertiary",151,"yes","no",6,"may",118,0,"unknown","no"
48,"services","married","primary",-583,"yes","no",2,"jun",25,0,"unknown","no"
49,"blue-collar","married","tertiary",1784,"no","no",12,"jun",753,0,"unknown","no"
30,"management","married","tertiary",3134,"yes","no",17,"jul",124,0,"unknown","no"
27,"self-employed","single","secondary",49,"yes","no",30,"jan",208,0,"unknown","no"
34,"technician","married","secondary",-346,"no","no",13,"aug",136,0,"unknown","no"
49,"management","married","secondary",1623,"yes","no",19,"nov",1081,0,"unknown","yes"
48,"management","married","tertiary",60,"no","no",7,"may",376,7,"failure","no"
40,"services","married","secondary",17,"no","no",4,"jun",78,0,"unknown","no"
38,"blue-collar","married","secondary",2008,"yes","no",18,"nov",354,0,"unknown","no"
46,"blue-collar","married","primary",91,"yes","no",6,"may",29,2,"failure","no"
41,"entrepreneur","married","tertiary",171,"yes","no",19,"nov",209,4,"failure","no"
28,"management","single","tertiary",1027,"yes","no",14,"may",433,0,"unknown","no"
51,"services","married","unknown",5801,"yes","no",29,"may",147,0,"unknown","no"
33,"blue-collar","divorced","primary",142,"yes","no",11,"may",41,5,"failure","no"
26,"management","single","tertiary",205,"no","no",26,"may",111,0,"unknown","no"
34,"admin.","single","secondary",852,"no","no",14,"apr",108,0,"unknown","no"
27,"blue-collar","married","secondary",-584,"yes","no",7,"may",411,0,"unknown","no"
42,"self-employed","married","secondary",97,"no","no",10,"jul",108,0,"unknown","no"
45,"admin.","married","secondary",204,"yes","no",3,"jun",224,0,"unknown","yes"
31,"technician","single","secondary",628,"yes","no",12,"may",1083,0,"unknown","no"
32,"management","single","tertiary",311,"no","no",12,"may",757,0,"unknown","yes"
39,"blue-collar","married","primary",1564,"no","no",17,"jun",57,0,"unknown","no"
26,"blue-collar","single","secondary",856,"yes","yes",30,"jul",95,0,"unknown","no"
40,"management","single","tertiary",1509,"no","no",15,"mar",144,1,"failure","no"
52,"services","married","secondary",-888,"no","no",16,"jul",135,0,"unknown","no"
40,"technician","single","tertiary",226,"no","no",15,"jan",176,0,"unknown","no"
48,"technician","married","secondary",127,"no","yes",7,"aug",524,0,"unknown","no"
31,"services","married","secondary",413,"yes","no",13,"may",65,0,"unknown","no"
27,"admin.","married","secondary",710,"yes","yes",6,"may",653,2,"success","yes"
47,"technician","married","secondary",1233,"yes","no",11,"sep",91,2,"other","yes"
28,"management","single","secondary",171,"no","no",10,"mar",93,0,"unknown","yes"
40,"management","divorced","tertiary",69,"yes","no",6,"may",503,2,"failure","no"
34,"admin.","married","secondary",1499,"yes","no",13,"apr",186,2,"failure","no"
29,"self-employed","married","tertiary",751,"yes","no",23,"may",121,0,"unknown","no"
36,"management","married","tertiary",61,"no","yes",19,"aug",452,0,"unknown","no"
83,"retired","married","primary",425,"no","no",22,"jun",883,1,"failure","yes"
55,"services","divorced","primary",2923,"yes","no",15,"may",104,0,"unknown","no"
43,"management","divorced","tertiary",99,"no","no",29,"jan",24,0,"unknown","no"
23,"student","single","secondary",1021,"no","no",19,"jun",79,0,"unknown","no"
44,"technician","married","tertiary",1146,"no","no",4,"jul",178,0,"unknown","no"
58,"blue-collar","married","primary",781,"yes","no",15,"may",74,0,"unknown","no"
29,"admin.","single","secondary",1448,"no","no",10,"mar",217,7,"other","no"
30,"management","single","tertiary",604,"no","yes",2,"feb",475,0,"unknown","no"
29,"admin.","single","secondary",-194,"yes","no",7,"may",127,0,"unknown","no"
41,"technician","married","secondary",0,"no","no",11,"mar",101,0,"unknown","no"
35,"housemaid","married","primary",0,"yes","no",14,"jul",340,0,"unknown","no"
31,"technician","single","secondary",1014,"yes","no",23,"jul",158,0,"unknown","no"
27,"admin.","single","tertiary",73,"no","no",29,"jan",242,0,"unknown","no"
47,"services","married","secondary",2597,"yes","no",16,"may",323,0,"unknown","no"
53,"self-employed","married","tertiary",2627,"yes","yes",16,"jun",18,0,"unknown","no"
34,"management","married","tertiary",1906,"yes","no",14,"jul",68,0,"unknown","no"
34,"blue-collar","married","primary",-319,"yes","yes",9,"jul",134,0,"unknown","no"
36,"management","married","tertiary",-296,"yes","no",14,"may",113,0,"unknown","no"
40,"technician","married","secondary",169,"yes","no",18,"aug",43,0,"unknown","no"
37,"self-employed","single","tertiary",556,"no","no",17,"jun",200,0,"unknown","no"
65,"retired","divorced","unknown",300,"no","no",2,"aug",245,0,"unknown","no"
53,"technician","divorced","secondary",751,"yes","no",16,"may",343,0,"unknown","no"
28,"technician","single","secondary",126,"no","no",3,"mar",229,0,"unknown","no"
33,"technician","divorced","tertiary",-386,"yes","no",23,"may",530,0,"unknown","no"
56,"blue-collar","married","primary",379,"no","no",13,"aug",58,0,"unknown","no"
45,"self-employed","married","secondary",706,"no","no",30,"apr",78,1,"success","no"
39,"technician","married","secondary",9121,"no","no",5,"jun",147,0,"unknown","no"
28,"management","single","tertiary",1466,"yes","no",25,"jul",40,0,"unknown","no"
36,"blue-collar","married","primary",0,"yes","no",18,"nov",618,0,"unknown","no"
41,"blue-collar","married","primary",951,"yes","no",20,"apr",23,0,"unknown","no"
46,"admin.","married","secondary",368,"no","no",20,"aug",293,4,"other","yes"
41,"blue-collar","married","secondary",121,"yes","no",13,"may",16,5,"other","no"
59,"services","married","secondary",204,"no","no",23,"jul",286,0,"unknown","no"
24,"admin.","married","secondary",299,"yes","no",6,"may",209,1,"failure","no"
34,"management","married","tertiary",4170,"yes","no",21,"may",935,0,"unknown","no"
40,"blue-collar","married","primary",-335,"yes","no",27,"may",260,0,"unknown","no"
42,"admin.","married","secondary",3165,"yes","no",16,"jun",298,0,"unknown","no"
50,"services","married","secondary",254,"yes","no",15,"apr",397,1,"failure","no"
25,"management","single","tertiary",553,"yes","no",17,"sep",113,1,"failure","no"
51,"services","divorced","secondary",518,"yes","no",17,"nov",76,0,"unknown","no"
50,"management","married","tertiary",85,"no","yes",1,"jun",141,0,"unknown","no"
37,"blue-collar","married","unknown",603,"yes","no",23,"may",773,0,"unknown","no"
21,"services","single","secondary",361,"no","no",5,"jun",329,1,"other","no"
52,"blue-collar","married","secondary",-98,"yes","no",7,"may",423,0,"unknown","no"
55,"retired","married","primary",4424,"no","no",5,"aug",67,0,"unknown","no"
26,"technician","single","secondary",2610,"yes","yes",2,"jun",626,0,"unknown","no"
38,"technician","married","tertiary",3234,"no","no",18,"nov",578,0,"unknown","yes"
32,"blue-collar","married","secondary",687,"yes","no",9,"may",61,0,"unknown","no"
31,"blue-collar","married","secondary",631,"yes","no",23,"may",248,0,"unknown","no"
34,"technician","single","secondary",341,"no","yes",29,"jan",136,3,"failure","no"
33,"technician","single","tertiary",316,"no","no",21,"aug",126,0,"unknown","no"
35,"technician","married","secondary",2,"no","no",28,"jan",653,0,"unknown","no"
44,"management","married","unknown",415,"yes","no",14,"may",7,0,"unknown","no"
48,"management","divorced","tertiary",507,"yes","no",9,"apr",528,0,"unknown","no"
29,"blue-collar","married","secondary",912,"yes","no",13,"may",785,0,"unknown","no"
50,"management","married","tertiary",0,"no","no",9,"jul",243,0,"unknown","no"
37,"blue-collar","married","primary",37,"yes","no",13,"may",24,1,"other","no"
44,"admin.","single","secondary",2524,"no","no",19,"jun",82,0,"unknown","no"
36,"unemployed","single","tertiary",9019,"yes","no",11,"jun",952,0,"unknown","no"
49,"blue-collar","divorced","unknown",39,"yes","no",13,"may",27,0,"unknown","no"
31,"blue-collar","married","secondary",0,"yes","no",5,"may",143,0,"unknown","no"
49,"technician","divorced","secondary",265,"yes","no",12,"may",274,0,"unknown","no"
35,"blue-collar","single","secondary",0,"yes","no",16,"apr",1174,4,"other","yes"
57,"admin.","divorced","unknown",4012,"no","no",20,"nov",915,0,"unknown","no"
42,"blue-collar","married","primary",1520,"yes","no",5,"feb",115,0,"unknown","no"
36,"blue-collar","divorced","secondary",-140,"yes","no",26,"may",222,0,"unknown","no"
75,"retired","divorced","primary",852,"no","no",15,"mar",341,0,"unknown","no"
38,"blue-collar","single","secondary",578,"yes","no",21,"may",112,0,"unknown","no"
40,"blue-collar","married","primary",0,"yes","no",6,"may",64,0,"unknown","no"
38,"services","single","secondary",2253,"yes","no",13,"may",937,0,"unknown","yes"
34,"management","single","tertiary",1171,"yes","no",10,"jul",129,0,"unknown","no"
29,"technician","single","tertiary",452,"yes","no",11,"may",59,0,"unknown","no"
28,"admin.","married","secondary",-97,"yes","no",29,"jan",79,2,"success","no"
79,"retired","married","secondary",4738,"no","no",9,"jul",151,0,"unknown","no"
51,"admin.","divorced","secondary",467,"yes","no",19,"may",83,0,"unknown","no"
32,"student","single","tertiary",0,"no","no",6,"aug",101,6,"other","no"
36,"management","married","tertiary",495,"no","no",5,"aug",157,2,"success","yes"
38,"entrepreneur","married","secondary",157,"no","yes",15,"may",57,1,"other","no"
